acn,reporter_function,reporter_ATC,reporter_GROUND,reporter_INSTRUCTION_EXAM,reporter_MAINT_SAFETY,reporter_OTH_CREW,reporter_OTH_UNKN,reporter_PILOT
1601688,APPROACH,1,0,0,0,0,0,0
1601672,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1601647,FIRST OFFICER,0,0,0,0,0,0,1
1601635,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1601256,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1602407,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1601327,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1601329,CAPTAIN,0,0,0,0,0,0,1
1601347,SINGLE PILOT,0,0,0,0,0,0,1
1601430,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1601869,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1601449,RAMP,0,1,0,0,0,0,0
1601491,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1601505,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1601518,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1601541,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1601551,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1601562,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1601488,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1601885,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1601364,INSPECTOR; TECHNICIAN,0,0,0,1,0,0,0
1601915,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1601892,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1602338,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1602287,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1602389,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1602393,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1602271,DEPARTURE,1,0,0,0,0,0,0
1602244,APPROACH,1,0,0,0,0,0,0
1602243,DEPARTURE,1,0,0,0,0,0,0
1602211,PILOT NOT FLYING,0,0,0,0,0,0,1
1602207,CAPTAIN,0,0,0,0,0,0,1
1602194,SINGLE PILOT,0,0,0,0,0,0,1
1602192,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1602137,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1602131,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1602111,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1602272,GROUND,0,1,0,0,0,0,0
1602072,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1602077,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1601944,INSTRUCTOR; PILOT FLYING,0,0,0,0,0,0,1
1601961,LOCAL,0,0,0,0,0,1,0
1601962,ENROUTE,1,0,0,0,0,0,0
1601966,ENROUTE,1,0,0,0,0,0,0
1601993,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1601960,INSTRUCTOR; ENROUTE,1,0,0,0,0,0,1
1602017,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1602061,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1601998,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1602060,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1602059,CAPTAIN,0,0,0,0,0,0,1
1601934,SINGLE PILOT,0,0,0,0,0,0,1
1602032,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1602058,PILOT NOT FLYING,0,0,0,0,0,0,1
1612568,INSTRUCTOR,0,0,0,0,0,0,1
1612619,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1612606,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612601,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1612592,ENROUTE,1,0,0,0,0,0,0
1612589,ENROUTE,1,0,0,0,0,0,0
1612587,APPROACH,1,0,0,0,0,0,0
1612625,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612585,TRAINEE; LOCAL,0,0,0,0,0,1,1
1612577,DEPARTURE,1,0,0,0,0,0,0
1612574,SINGLE PILOT; INSTRUCTOR,0,0,0,0,0,0,1
1612572,OTHER / UNKNOWN,0,0,0,0,0,1,0
1612594,ENROUTE,1,0,0,0,0,0,0
1612469,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1612564,INSTRUCTOR,0,0,0,0,0,0,1
1612557,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1612544,TECHNICIAN,0,0,0,1,0,0,0
1612509,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1612497,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612460,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612453,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1612452,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1612443,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1612432,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1612427,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1612426,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612409,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612567,SINGLE PILOT,0,0,0,0,0,0,1
1612628,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612886,APPROACH,1,0,0,0,0,0,0
1612688,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1613217,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613203,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1612385,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1613183,CAPTAIN,0,0,0,0,0,0,1
1613172,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613153,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613127,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613119,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613059,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1613044,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613031,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1612996,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612990,GATE AGENT / CSR,0,1,0,0,0,0,0
1612647,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1612957,INSTRUCTOR; CAPTAIN,0,0,0,0,0,0,1
1612887,APPROACH,1,0,0,0,0,0,0
1612878,APPROACH; DEPARTURE,1,0,0,0,0,0,0
1612876,ENROUTE,1,0,0,0,0,0,0
1612864,APPROACH; DEPARTURE,1,0,0,0,0,0,0
1612862,LOCAL,0,0,0,0,0,1,0
1612860,SUPERVISOR / CIC,1,0,0,0,0,0,0
1612859,ENROUTE,1,0,0,0,0,0,0
1612858,APPROACH; DEPARTURE,1,0,0,0,0,0,0
1612853,ENROUTE,1,0,0,0,0,0,0
1612847,OTHER / UNKNOWN,0,0,0,0,0,1,0
1612821,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1612733,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1612690,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612942,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1612367,LOAD PLANNER,0,1,0,0,0,0,0
1611931,APPROACH,1,0,0,0,0,0,0
1612339,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1611912,PILOT FLYING; CAPTAIN; SINGLE PILOT,0,0,0,0,0,0,1
1611909,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1611907,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1611891,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1611821,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1611814,OTHER / UNKNOWN,0,0,0,0,0,1,0
1611726,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1611704,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1611680,CAPTAIN,0,0,0,0,0,0,1
1611654,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1611613,CAPTAIN,0,0,0,0,0,0,1
1611605,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1611581,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1611578,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1611555,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1611505,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1611501,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1611497,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1611482,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1611481,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1611446,CAPTAIN,0,0,0,0,0,0,1
1611445,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1611443,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1611435,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1611426,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1611416,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1613223,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1611925,LOCAL,0,0,0,0,0,1,0
1611928,GROUND; FLIGHT DATA / CLEARANCE DELIVERY,1,1,0,0,0,0,0
1611932,ENROUTE,1,0,0,0,0,0,0
1611940,ENROUTE,1,0,0,0,0,0,0
1612334,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1612323,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612303,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612299,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612282,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1612268,ENROUTE,1,0,0,0,0,0,0
1612267,LOCAL,0,0,0,0,0,1,0
1612265,DEPARTURE,1,0,0,0,0,0,0
1612255,APPROACH,1,0,0,0,0,0,0
1612250,APPROACH,1,0,0,0,0,0,0
1612245,PILOT FLYING,0,0,0,0,0,0,1
1612237,CAPTAIN; PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1612226,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1612365,RAMP,0,1,0,0,0,0,0
1612178,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1612132,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1612128,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1612125,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1612124,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1612110,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1612065,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1612050,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1612001,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1611976,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1611969,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1611966,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1611947,ENROUTE,1,0,0,0,0,0,0
1611942,ENROUTE,1,0,0,0,0,0,0
1612160,CHECK PILOT; PILOT NOT FLYING,0,0,0,0,0,0,1
1613267,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1614374,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1613355,TECHNICIAN,0,0,0,1,0,0,0
1615246,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1615153,PILOT FLYING,0,0,0,0,0,0,1
1615125,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1615030,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1615028,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1614984,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614892,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1614810,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1614803,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1614744,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1614730,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1614700,CAPTAIN,0,0,0,0,0,0,1
1614692,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1614620,PILOT NOT FLYING,0,0,0,0,0,0,1
1614614,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1614545,INSTRUCTOR; APPROACH,1,0,0,0,0,0,1
1614515,SINGLE PILOT,0,0,0,0,0,0,1
1614460,PILOT FLYING,0,0,0,0,0,0,1
1614459,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1614456,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1614443,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1614427,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614416,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1614392,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614390,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1614358,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614351,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1615251,CAPTAIN,0,0,0,0,0,0,1
1615377,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1615531,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1615802,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1611412,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1776046,PILOT FLYING,0,0,0,0,0,0,1
1767854,PILOT FLYING,0,0,0,0,0,0,1
1719196,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1716956,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1716277,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1715661,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1715514,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1649665,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1638073,OTHER / UNKNOWN,0,0,0,0,0,1,0
1630044,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1622642,SINGLE PILOT,0,0,0,0,0,0,1
1622615,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1614344,OTHER / UNKNOWN,0,0,0,0,0,1,0
1621707,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1619713,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1618650,ENROUTE,1,0,0,0,0,0,0
1618093,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1617280,DISPATCHER,1,0,0,0,0,0,0
1617177,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1617132,FLIGHT ATTENDANT IN CHARGE,0,0,0,0,1,0,0
1616421,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1616187,APPROACH,1,0,0,0,0,0,0
1616130,TECHNICIAN,0,0,0,1,0,0,0
1616049,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1615948,LOCAL,0,0,0,0,0,1,0
1615933,OTHER / UNKNOWN,0,0,0,0,0,1,0
1615896,FLIGHT ENGINEER / SECOND OFFICER; PILOT FLYING,0,0,0,1,0,0,1
1620299,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1614326,ENROUTE,1,0,0,0,0,0,0
1614325,LOCAL,0,0,0,0,0,1,0
1614317,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1613806,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1613789,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1613736,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613728,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1613705,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613687,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1613679,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1613677,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613676,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1613670,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1613609,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1613607,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1613584,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1613825,PILOT FLYING,0,0,0,0,0,0,1
1613565,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1613515,FIRST OFFICER,0,0,0,0,0,0,1
1613510,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1613488,INSTRUCTOR; APPROACH,1,0,0,0,0,0,1
1613487,LOCAL,0,0,0,0,0,1,0
1613446,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1613436,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613435,PILOT NOT FLYING,0,0,0,0,0,0,1
1613427,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1613422,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1613418,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1613382,INSTRUCTOR; PILOT FLYING,0,0,0,0,0,0,1
1613378,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1613373,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613545,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613304,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613856,SINGLE PILOT,0,0,0,0,0,0,1
1613878,LOCAL,0,0,0,0,0,1,0
1614309,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1614230,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1614221,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1614211,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1614197,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614189,CAPTAIN,0,0,0,0,0,0,1
1614176,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1614165,DISPATCHER,1,0,0,0,0,0,0
1614161,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614158,RAMP,0,1,0,0,0,0,0
1614149,CAPTAIN,0,0,0,0,0,0,1
1614145,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614140,FIRST OFFICER,0,0,0,0,0,0,1
1613873,APPROACH,1,0,0,0,0,0,0
1614112,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614091,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614073,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1614042,INSTRUCTOR; CHECK PILOT; PILOT NOT FLYING,0,0,0,0,0,0,1
1614037,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1614032,SINGLE PILOT,0,0,0,0,0,0,1
1614024,TECHNICIAN; LEAD TECHNICIAN,0,0,0,1,0,0,0
1614006,OTHER / UNKNOWN,0,0,0,0,0,1,0
1613999,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1613986,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1613967,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613941,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1613912,RAMP,0,1,0,0,0,0,0
1613910,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1614097,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1611367,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1610077,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1611328,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1608571,PILOT NOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1608567,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608560,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1608504,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1608497,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1608495,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1608460,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1608459,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1608449,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1608413,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1608366,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1608355,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1608350,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1608319,ENROUTE,1,0,0,0,0,0,0
1608317,OTHER / UNKNOWN,0,0,0,0,0,1,0
1608288,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1608286,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1608282,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1608277,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1608252,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1608246,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1608235,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608062,CAPTAIN,0,0,0,0,0,0,1
1608057,CAPTAIN,0,0,0,0,0,0,1
1608037,CAPTAIN,0,0,0,0,0,0,1
1608022,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608013,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1608618,SINGLE PILOT,0,0,0,0,0,0,1
1608643,APPROACH,1,0,0,0,0,0,0
1608655,ENROUTE,1,0,0,0,0,0,0
1608656,GROUND,0,1,0,0,0,0,0
1609079,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1609054,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1609051,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1609050,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1609015,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608997,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1608967,APPROACH,1,0,0,0,0,0,0
1608952,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1608941,PILOT FLYING,0,0,0,0,0,0,1
1608940,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1608935,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1608877,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1608871,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1607993,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608864,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1608849,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1608845,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1608831,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608824,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608811,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608810,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1608784,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1608778,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1608777,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608699,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1608682,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1608677,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1608658,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1608852,CAPTAIN,0,0,0,0,0,0,1
1607972,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1607971,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1607965,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1607637,INSTRUCTOR; PILOT FLYING,0,0,0,0,0,0,1
1607628,PILOT FLYING,0,0,0,0,0,0,1
1607627,OTHER / UNKNOWN,0,0,0,0,0,1,0
1607543,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1607537,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1607500,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1607495,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1607411,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1607408,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1607376,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1607372,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1607368,GROUND,0,1,0,0,0,0,0
1607360,ENROUTE,1,0,0,0,0,0,0
1607646,PILOT NOT FLYING,0,0,0,0,0,0,1
1607344,CAPTAIN,0,0,0,0,0,0,1
1607316,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1607313,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1607261,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1607250,DISPATCHER,1,0,0,0,0,0,0
1607242,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1607235,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1607168,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1607148,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1607130,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1607014,APPROACH,1,0,0,0,0,0,0
1607009,ENROUTE,1,0,0,0,0,0,0
1606531,APPROACH; DEPARTURE,1,0,0,0,0,0,0
1611338,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1607322,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1609111,CAPTAIN,0,0,0,0,0,0,1
1607662,DEPARTURE,1,0,0,0,0,0,0
1607670,DEPARTURE,1,0,0,0,0,0,0
1607962,CAPTAIN,0,0,0,0,0,0,1
1607955,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1607889,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1607869,PILOT FLYING,0,0,0,0,0,0,1
1607868,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1607861,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1607852,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1607850,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
